Column1,Column2
"i love tubs, pushed me all the way to graduate rizz university goated g couldnt have done it without him",thank you tubs loves you very much
I gotta say tubs is the best rl to ever grace this server,thank you tubs loves you very much
mod mail the rl Cowismoo's just straight ignored me when i brought keys and wasted my time,"We are terribly sorry about the experience. I will let the HRL team know. Give them the benefit of the doubt though, there is a slight chance he just didn't see your message in game!!"
"Nope, i never even thought about it :( and thank you for your time :)",thats ok and thank you for the notice <33
"Hello again!!!, it's me <:pusbal:982329382410530816>. I wanted to make a report about KeyPopSlave. This guy has been very disrespectful in some runs today: laughing at deaths, saying people who exalts rogue have no life, etc. I don't mind this behaviour but i'm pretty sure it's not what we should expect from a rl (exalt leader in this case). In the run i've been in, Reye was also in it and he tried to tell him not to be rude, but it didn't work, you can ask him if you want to. That's it, thank you!!","Hey, we're so sorry for the horrible experience. We'll forward this info to the HRL team for you. Do you happen to have any recordings of KeyPopSlave doing this?"
This is not an error I believe I used to be apart of this discord before exalt like 2 years ago on my old discord,You may contact an online security to assist you with this issue.
hi,<:monkaThink:578847269080793098>
hello,hello
hello,Hello
GOLDSTUCK,"thanks for letting us know, i will chat to him now"
My verification isn't working even though I'm following the steps.,hey just contact any online security for some help :DDD
Hi - I am unable to get verified but completed all the steps and have everything unprivate except location,Reach out to any online security member for assistance.
Im blacklisted by someone who isnt staff. can you tell them to become staff again so i can join the server,You can directly message any online security for assistance👍
"waited for pureons fame cult for half an hour, dm'd my gear and was in lounge but didnt get dragged in","hey there. when it comes to fame cults that Pureon is leading, he tends to be generally selective about the sets that he allows so if he didn't drag you in, it likely means that he didn't think your set was good enough. unfortunately when it comes to vet runs, sets are at the leader's discretion. You can feel free to ask him about what type of sets he is looking for but that is what happened in this specific case."
"my realmeye account isnt updating my characters or my graveyard, and since this bot is used on both Lost Halls and Oryx Sanc I am unable to join either of them and am currently blacklisted by both. I can manually show my character list and graveyard",You were blacklisted in our sister server Oryx Sanctuary. Please reach out to `Mikeyz#8294` on discord to inquire
havzer,Hello! Can you add any additional information so we can help?
There's an error someone hacked my account a while ago so I don't have discord,DM any online security for assistance
https://clipchamp.com/watch/L6vgBxCGrXX,Thanks for the modmail and the clip. We’ll make sure to let an HRL know.
yeah I'm def blacklisted,dm tubs
why am I blacklisted lmao,hello there! what problems are you currently experiencing? you don't seem to be blacklisted.
Not my fault,"It was just a warning. If this happens in the future, make sure to dm the rl in game so that they can drag you back in."
"Hello id like to know what happens if i get dced or nexus during a run, should i stay on vc? what happens in that case?","hello, no you only need to be in vc while you are in the run, so if you nexus or die you can leave! happy raiding"
"i got suspended recently in pub halls and lost all my roles. i was able to get them all back except official rusher, can someone restore it?","Hey there chief, I have found the log of you getting your roles removed and `Official Rusher` was on the list so I have given you the role back."
Can I appeal my ban? IGN: Bardleman,DM <@340267639295180800> to appeal your verification denial
bardleman,"Hi, make sure to check <#471711348095713281> and <#343711922417434634>  if you need help verifying"
I have a small problem  I'm already verified on this server on another account  but I no longer have access to the discord account so if anyone can help me id greatly appreciate it,that's absolutely fine mate. contact any online security and they will guide you through the process. they will just need a screenshot of you saying your discord tag in-game. take care!
"RL Tubs calling women bitches, multiple times, saying if u do this or that then ""u dont get any bitches"". this is very pathetic and i dont want to listen to such bullshit","Hey there, sorry to hear about this Encounter that you had with Tubs, I've spoken with Tubs and he didn't mean it as a ""sign"" to disrespect women."
"Tubs, Absolute wicked runs. Got a P bag, 10/10","Hey There, Thanks for the positive feedback on Tub's Run."
Chihibi,go to <#471711348095713281> in order to get verified
"flaming me for the class im playing, im just trying to have fun","Sorry to hear that, I'll be sure to pass on this information."
"-rep marshal bad rl, toxic","Hey There, Sorry to hear that you had a bad encounter with one of our Raid Leader's,  would you be able to explain what happened during this negative encounter?"
"I tried to join Grizzell's regular void run by using points, but the run had already started, so may I please have my points back?",We will make sure your points are refunded. Thank you for your modmail!
"I am the only Jaadguy, please help verify",Hello!!! Send a dm to any online security for help.
Need help veryfing,Hello!!! Send a dm to any online security for help.
Why was I kicked from a cult run when I was maxing in both attack and dex and didn't bring t12 weapon and armor and t4 ring and ability?,"Hello! It seems this was a mistake from our security, and we thank you for following the rules as always! If you have any further concerns then you’re welcome to modmail again! <:positivitybeamhuzzah:865773421107347497>"
"could i have help verifying my account , despite having everything set to public apart from last known location, the bot continues to deny me",Feel free to message any online security
"I’m sorry to submit another complain but Benjamincd, did not check reacts. I wasted a key, we had no fungals even tho we had reacts for it, he’s telling a story in the dungeon instead of making calls, until we got to the very beginning of MBC",I'm sorry to hear about that. We will let and HRL know so that this can be dealt with. Thank you for your feedback.
"sry but I don't see getting a 2 day time out for that, I was briefly afk to do something. if i got a time out because i allegedly snuck into the run i even have proof against it",Reach out to <@746255416765186058> | `Lumpian#7779` to appeal your suspension.
"I would like to submit a small complaint about ZDalja, he put up headcount for Void and didn’t check vial reacts and I used my tickets for early location and had to pop my vial because all the fake reacts and I wasted my tickets for early location when I could’ve used vial react if he verified reacts.","Sorry about this, the people that fake reacted will be dealt with and the rl will be told to confirm vials from now on. Thank you for the feedback."
"<@589996847083290629> need to change nickname to phy, changed ingame name",You can change your nickname in the bot commands channel by doing `;cn newname`. I have placed an example there to help you.
I lost my other discord account and I would like to verify this one with the same rotmg one (ign: Tegman),"Hey there chief, to reverify on another discord account, just DM any online security"
hello i would like to host a Giveaway if a mod/staff member can dm me we can talk about that 🙂,"Message <@320866007633625088>, he will help you out"
how do I get accursed,"The ""Accursed"" role has been put on hold until the next shatters event so you cannot get it at the moment."
How do i know which server is the RL popping?,The RL will announce the server in the voice channel.
My previous discord account in which i had verified for is deleted i have deleted the dsiocrd account this is my new account i would like to reverify this account to be my main and if you need any proof please let me send you in DMs thank you.,"Hey there, can you please Message myself (Celoso) and ill help you out."
"Hi LH Staff, Im requesting a review of my suspension that occured today. I jokingly offered an RL pots to insult LPLP (he's a lunatic), I won't deny that the joke can be taken as bad taste but the ""offence"" does not fit the punishment. I've seen people say worse stuff without even getting a warning  but LPLP, who wasn't even there, decided im an evil man. I feel like he's taking his personal feelings towards my guild/guild leader to a personal level which is not appropriate for his position. Thank you for taking your time","Hello. We take racism and toxicity very seriously. No jokes will be tolerated, and if you feel like there is an instance deserving of being punished, feel free to report it. Harassment towards staff members (or anyone in particular during runs) will not be tolerated either. Make sure to read rules and raiding-rules before participating in any more runs in the future. Your request has been reviewed and the suspension will not be lifted. Feel free to dm an officer or moderator if you do not agree with it. Happy raiding."
"It still says ""You are currently blacklisted from the Lost Halls server and cannot verify. Please contact <@463436803978821655> in order to appeal. If they do not reply within 48 hours, feel free to mod-mail the Lost Halls server to get assistance."" after bot said expel has been removed.","Try again now, if it still doesn't work please message <@299927554192834561>"
Why am I blacklisted? I don't remember 2 years ago.,"Your expel has been removed. Feel free to verify again in <#471711348095713281> , if you still have any problems, feel free to DM any security for help."
i cant join the losthalls or o3 server 😦,Feel free to message any online Security member for assistance in verification.
pls check my acc,dm Alex99#6058 and I will help verify
How do I know if my application for exalt leader got accepted/rejected?,If you were accepted you shall be contacted by upper staff
this is an error i made a new discord account cause my old one got hacked,"Hey there chief, DM any online security for assistance."
Brother potato really had us soft reset to get raid leaders n affiliated leaders raiders or whatever in n just ended up with more crashers lmao  I get it yall are friends n shit but cmon sucks after missing multiple chains in a row to finally get a chance  to do the event n missing the chain especially when they can start up their own event runs,"Sorry to hear about this, I will pass this onto the HRL team."
"Hello, I get this error whenever I try to use the supporter react","Hi, other raiders are also having the same problem, so we're trying to get it resolved asap. thanks for letting us know ^-^"
The raid just ended. I was in the channel and even reacted with the nitro role. The bot dm'ed me the early loc as well. How could I be crashing? I just want to understand what lead to me getting suspended.,Please contact the person who suspended you <@226562733795966978> to appeal your suspension
"Hi there, I used 30 tickets for a total of 2 runs and them encore runs with a chain of 8 each and both of the runs being only 1 chain of encore, pls help",Hi there. I’m sorry to hear that the chains were cut short but unfortunately that is not something that we refund points for.
here is the link to the error,"Thanks for the image! It should be fixed now, but let us know if you have any more problems. Have a good one!"
did you get the screenshot?,"No, we did not get a screenshot. I believe you have to send the link to the screenshot for us to be able to see it. Thank you for bringing this to our attention."
cezar is a jolly lad 10/10,Thanks for the positive words! We’ll make sure to let him know you enjoyed the runs!
would appreciate if channel 379779029479194624 was somewhat more tightly reserved for run info,"Hey there chief, we apologize for the inconvenience. We'll let them know, thank you"
cheers,"The bot doesn't drag anyone after the run starts, hope this explains why 👍"
"I just subscribed to have the supporter role, but in the AFK check of runs I do not see the nitro emoji for early location. Why is this happening?","Sorry about this, I will bring this up with the dev team. Thank you for pointing this out."
"I got a 3 day suspension for rotating the wrong way in a shatters. I almost got sat on by boss, and used my oreo/ cuirass combo to run over him the opposite way, instead of just nexusing. it didnt mess up rotation or cause anyone to die or nexus. I feel like 3 days is unfair, especially given my 3 years in the server without doing anything wrong.",Contact the person who suspended you to appeal.
Failed this hm sentinel due to shitty calls from fatty (and bad positioning). He literally calls all of the jumps after they happen. If you are gonna be that lazy about calling jumps just put up silent runs n quit yappin!! https://youtu.be/SLc_nCJbf8s,Hey sorry you had to nexus. I will pass along your concerns.
mod mail,"Hi, this is modmail. You should be able to just message this same bot with what you’d like to say :))"
"Hey, I popped I vial during a adv void run and it never got recorded. I just want to get the vial pop added to the stats. This happened on Wednesday btw","Hi, I've gone ahead and logged your vial for you 🙂 You can head over to <#347885015964712970> and type `;stats` to check it 🙂"
i tried it doesnt work,You’re welcome to message any online security then and they should be able to assist you!
who can i send the screenshot to,You should be able to send it through mod mail
Hi why was my account flagged?,"Your account was denied due to being a suspected alt, and have been asked to play for two additional weeks to verify your activity. Please play for those two weeks, then contact <@727238620809003178> `*Tamphly` to appeal."
"There's literally already a system in place that I was using to prevent the issue I'm currently having, at the time I was having it, it'd be *great* if Discord's features could be allowed to function as designed/intended, especially since using a bot to justify that circumvention is <https://discord.com/guidelines> actually kind of a grey area policy-wise, depending on how you interpret what ""influence conversations with bots"" and ""disrupt other people's experience"" means.","Hello again. The way the server is setup and operates has been thoroughly thought out and we are aware of the discord guidelines, but we appreciate your feedback nonetheless. As stated previously, if you do not wish to be notified on certain pings, its up to you to mute that specific kind of pings. Sorry that you are bothered by this but it's something that works well so it will probably not be changed in the near future."
I just wanted to complain that Zombark is 5'4 which is not acceptable for a reputable ROTMG discord please do investigate and employ lenghtening process to help if necessary,"You are right, we will pass this on to him. Thank you for informing us ^^"
Zombark is 5/4,"You are right, we will pass this on to him. Thank you for informing us ^^"
"Anyway, just my two cents, have a good day!",Hello hopefully you are doing well. Our VRLS do not always get keys in the vet section so they resort to pinging in RSA. It looks like you don't want to be pinged for that type of stuff. If you check out the <#787200146357354528> channel you can choose what runs you want to be pinged for. Since it was an `@here` ping you simply can turn that off in the server nonifications area while only getting pinged for runs you choose to be pinged for. Hopefully this helps out!
How long does registration take?,"You didn't complete your verification, make sure you read <#471711348095713281> and <#343711922417434634> if you still need help after that feel free to DM any online security."
I was kicked from a loc even though I was in vc and was at reqs,"hi, you were kicked from the run because you were probably on an alt and it wasn't connected to your discord. pls contact any online security to help you out! :))"
hello,Hello
Hi i was wondering why I got blacklisted for the server when I havent done anything yet,Hello! Please reach out to any online security member and they will be able to assist you with your verification!
Can I be verified I was blacklisted so I asked kesilchen but haven't got a reply yet,"Hey there, you were blacklisted in Oryx Sanctuary by <@289787868946104320>, please contact them to appeal your blacklist."
Hello cutie <3,Hey
hey mods idk what to do it says im blacklisted but i havent tryed,Dm any of our security for help
oh okay thank you,noooooo proooooobllleeeemmmmmm :)
If I were to change my IGN would I have to reverify on this server and other realm servers?,"you can change your ign in this server using ;changename in bot-commands, but you'll have to do the same in other servers tooo"
Okay awesome Thankyou! Just an FYI you may get more people soon 2 runs in a row same issues so In game servers are currently a mess,"anytime :)) and ty for the heads up, we'll keep a lookout"
May i get a refund of tickets due to Game Error? Everyone Was Infinite loading so the run got aborted but was classed as run Ended,We're sorry for the inconvience. This will be resolved soon :)) Happy raiding!
can i link an alt account to my username in the lost halls discord,"yea, all done your alt was added"
please do more runs in parallel to meet the demand,"Unfortunately, our Raid Leaders and Exalt Leaders get to choose when they want to lead. We don’t have a set schedule for them to lead at certain times as raid leading is volunteer work."
"I am currently blacklisted from staff who no longer has his role, lookin for appeal",Reach out to any online security member for assitance on this issue.
mod-mail USER: SEMICAR - RL does not properly lead raids. Mostly talking in personal conversations instead of making calls in run. Does not contribute to the dungeon especially when raiders are the ones donating the keys. Constant ask for donations.,"Hello, we are very sorry that you made this experience in our raids, this is of course not the standard of pub halls."
It's missing Brain Cube (which is afaik 2nd best DPS skull after memento rn) and things like Rust Scepter,We are in the process of updating the requirement sheet. I'll make sure to let an HRL know that they should speed things up. Feel free to modmail again if you have any more questions.
how do i add the modmail bot?,"idk man, google “discord modmail bot”"
Can I speak to whoever coded ViBot? I'm interested in implementing a similar bot for my school's rowing team where athletes can message the bot privately and all the coaches can see it,just use the premade modmail bot lmao
DrFed,<:ohno:407279840782188545>
Grizzell the RL was just talking to stacked for about half of a mbc and void and caused multiple people to die.,Thank you for your feedback. I will make sure an HRL hears of this immediately and the offender is punished.
"hey this is a new discord account, my old one which was linked to Demicoddle was hacked","hi, please contact <@494317724160360448> to raise your case (or any other if no reply)"
I did a few runs with pierce last night. He just ignored most calls and it made the run very dangerous. He didn't ever call what direction to go in the map so splits were always getting peeked. I popped a key for one of his runs and I didn't even get any points logged for it. Absolute trash RL. Legit this is an embarrassment of an RL even by Pubhalls standards. He should go to HC if he doesn't want to actually make calls,"sorry to hear that your experience last night, thank you for your feedback on our raid leaders. a head raid leader will be notified about your complaint."
Why i cant verify my account ?,Message Tamphly (tamphly#1124) for assistance in getting verified
it's a bit of a shame to miss out on these chains and having to wait for an FFA to call for them so they don't crash an actual run so any help would be appreciated. I had mentioned the discords since she wanted to speed up the letter gathering and learn some of the harder dungeons in an easier environment but both PC and LH denying her stopped a lot of momentum- thanks in advance,Please tell her to message any of our securities like <@263104153377570827> or <@494317724160360448> for help
Peten had a few great LH + Void runs! He helped me get better at playing trickster with good calls,"hey there chief, thanks for the input :)) we'll pass this onto the hrl team"
saying already verified,hi if youre having problems verifying please dm any security
Peten goat rl for voids,Thanks for letting us know. We'll pass this onto the HRL team.
"Hihi I didn't see a feedback channel but I enjoyed Peten's void run, especially his cadence and attitude. Clearing up some map reading and grasp of the mbc fight could be improved on but I loved what he was doing","Hi, you came to the right place !! thank you for the positive feedback, we'll make sure this is forward to the HRL team as well as Peten :))"
verify,"hey, you are blacklisted in Osanc (our sister server) and you'll have to contact @'Bark | Kuvu🥥 to appeal"
what do i do now,What is it that you need assistance with?
zombark is small,1231231232131231312312321312312332
"<@263380158935859211> is actually 5""4 no joke",thank you for your feedback
"<@263380158935859211> is 5""4",yes
"Hello, I'd like to get verified on a new discord account with my rotmg account that is already verified. I can't login on my old discord account.",feel free to message any of our wonderful securities
Cheers,"Hello again, this is the result of a misconception. Tickets grand you early location and guarantee you so a  spot in our raids. However you are still require to be in the voice channel for the full duration of the run, otherwise you will be removed like everyone else. "
i didnt crash,Talk it out with <@209767684714397696>
"Alright. Could you just tell me if Celeste is banned? That's the main one i was looking at, sorry for bothering","I don't believe we blacklist guilds in this server, however our partnered discord `Oryx Sanctuary` does. So if you are worried about joining a blacklisted guild i would start by looking over there."
Because I've been guildless and don't want end up in a blacklisted one,You will be fine if you end up in one you can always just leave the guild.
Yo! How do I see the blacklisted guilds?,You can’t is their a reason you are trying to.
Sexy Monkey,<:SadCatThumbsUp:1062808986568622212>
I want to thank YMRD for attempting to eat a full English breakfast.,we will pass this onto ymrd nerd
"was kicked out of NNJUNICORN's void run, reacted with ticket and was not dragged into voice i want my tickets back","Hello, it appears like you used your tickets to obtain early location, but then left lounge as soon as you got it, not allowing the bot to move you. You need to be in VC for the entire duration of the run, regardless if you used tickets or not. As you were not in the run vc (or even lounge actually) at any point after the run started, im sorry to say your tickets will not be refunded. Make sure to check out <#379504881213374475> and <#482394590721212416>  if you have any doubts about how the server operates. Goodluck on future runs!"
This is a new discord account and I havent played Rotmg in 2 years,"Hey there chief, DM any online security to get it changed over."
what does it mean to get your account flagged?,"You were denied by  <@727238620809003178> | `tamphly#1124`, you will need to reach out to her to appeal your denial."
"Hello, I recently changed my discord account and it is registered on the Lost Halls server, can you remove it so that I can register for this one?",Hi message `Pomarine#0001` and I will sort it for you 🙂
"I'm not being dragged for the runs, I react and wait in the loung and the bot doesn't pull me","the bot will only drag you if you react on one of the main important reacts (like key, vial etc). make sure to read <#482394590721212416>  as its all explained in there (including how to join runs)"
I can prove that I own the account,Message any online security to switch it over.
"the 1 tier difference is negligible. (red is t11, white is t12, and green is with my exalts)","Our requirements are clear furthermore that the dps from t11 to t12 is so close doesn't go for all weapon types, just simplicity we have the same requirements  for all classes."
"and I'm 2/5 atk, 5/5 dex, and +5% damage buff perk","You are looking at the requirements for miscellaneous runs, you however joined a Lost halls run."
"Hey I was in a cultist run on the server. I was however under-req as I had a cc armor on my kensei. A player by the name ""KeyPopSlave"" urged me to leave as this item was not on the req list. I did as asked and left promptly. I then asked under what authority this user had to parse me out of the run (taking as he has no staff or security role on discord). My first question is if this was a valid parse from a non-staff member. However, I began a civilized discussion, with this same player, that my Loch Sheath actually offset the -5 dex from cc armor. However, as reminded by the player, rules are rules (thus why I left when I realized I wasn't meeting the run requirements). Nevertheless, I still tried explaining this to the player, to which he replied with quite an offensive message in Polish. Now, my son was right next to me and he completely read this message (my wife is polish so we all speak polish at home). Needless to say, this message is very disrespectful and most definitely not something my son should be reading. I'll attach a screenshot of said message here. It is to my understanding that this player has gone (without a shadow of doubt) against rule 1 and rule 13. Additionally, depending on my previous question, this player may have also gone against rule 9 by wrongfully parsing me. I'm really disappointed with this behavior's and explaining this to my son was not something me or my wife were happy about. (url for message: https://drive.google.com/file/d/1NK2tHu8xWiJ9MHJOFNTjTK3IMfIU0y-c/view?usp=share_link)",We are very sorry that you had this poor experience in pubhalls. And we will of course take action to make your future raids more enjoyable.
"SlayPocket from Lost Halls kicked me from the run ""because I was crashing"" (I was not, see images for proof)",you were removed from the raid because you were not meeting our basic requirements; which are t12/t4/t12/t4
https://medal.tv/games/rotmg-exalt/clips/UQekvb8-ruXPU/d1337CeDPdTJ?invite=cr-MSxkU2ssMjQxNDI0LA,"Your warn has been removed, we apologize for the false warn"
i did not counter dragged i stunned the big boy when it was counter dragged to the top right,"Hey there, did a bit of digging on the situation. Do you have any visible proof (ex. ss or video) of what happened. If not, dw abt your warn, it won't negatively impact you as long as its not done again."
Why did i get a warning im not under reqs? nor do i have banned items?,"Hey there, you got the wrong warning. You should've just recieved the correct one!"
Rename,please do ;cn *newname* in <#347885015964712970>
"i was wrongfully kicked from a cult run, i violated nothing and did nothing wrong, i wasted a clover and missed the entire chain for no reason thats some bs","Your name currently in the discord is not the same as your name in realm, it has an extra l. Make sure to update your name by typing the command "";cn (new name)"" in <#347885015964712970>"
"Hi,  please un blacklist me...",contact ONE online security
Could I verify my alt account here?,Reach out to any online security
"Hi, I am not sure why I am blacklisted",Contact any online security for help!
"To whom it may concern, I recently changed my ign to SeriaVX. How would I go about making sure that I am re-verified under this name in accordance to your rules?",Just use the ;cn command in <#347885015964712970>
Stacked stop warning innocent raiders you muppet,Only you ( :
I dont know why i am blacklisted on this server cause ive never tried to verify my account,Directly message any online Security for assistance.
i just want to be verifed lol,alr just message any online sec and they'll take care of it
please contact with mod-mail,"Hey, if you'd like to send feedback/complaints, just send us a message thru Vibot again and we'll see what we can do :))"
Daayn pulled of a few scuffed fskip voids. I think he was twice on trix and once on mystic and he nexused 3 for 3. Perhaps another rl could assist him in mbc/void callouts whenever he's done fskip calling. Rare to find an rl that can't do anything besides fskip calling.,Sorry for the inconvenience and thank you for your feedback. We are always trying to optimise our runs.
Hi I had manual raider before getting suspended can I get it back,Yes.
"It appears that i got blacklisted but i didnt make any LH in months, i used to be on the server but left because i stopped playing.",dm any security for assistance
my name on lost halls has changed,If you want to change your name use the ;cn command
suspension for 3 days that I got like 2 years ago,message any online security
"Hey I want to verify my account ""Brookes"" but it says I am already verified?",Message any online security for assistance.
"So I had a conversation with one of your rls and I had asked them if they would drag me for something entirely different and then I'm just having a conversation about it and he has the audacity to claim that now I'm trying to butter him up by saying I'm legally deaf.  I am fucking legally deaf.  I have a lot of permanent brain problems due to an OD I should not have survived, when you died twice your brain gets fucked up.  Please don't let this kinda stuff happen, I have enough to deal with.  It just comes off incredibly rude.",have a nice day and gl on the runs
I would like to appeal this ban if possible?,"It has been removed, you can verify as normal now"
"i changed my username on realm from Manhumane to Smellberg, could i have my nickname changed in the lost halls discord?","Hello there! You can change your name in the bot commands channel with the "";cn"" command. In the channel I have placed an example to help you out."
still waiting for unban :/,"Hello there! Have you reached out to a security as the last modmail instructed? If not, you can directly message me, ""apparently"" (manifesto#0001), and I can sort it out for you."
"Hey, I haven’t played in a long time and changed my phone but none of my discord channels were saved when I log in now and it says that I’m already verified",Hey msg a security and they will be able to help!
"Hi, I believe it has been over 48 hours and I'd like to inquire about the status of the manual verification, thanks!","Hi, sorry for the wait! Just message any sec for some help :))"
verify me plssssls,"Hi again, I just sent a reply that should assist you in verifying. Please dm me, apparently (manifesto#0001 or on the list of people in the server) if you need more help."
mreyeball isnt working,"Hello! Head over to EUEast and try whispering to MrEyeball there. For future reference, you can check MrEyeball's last location on Realmeye and head there to whisper to him."
need help getting verified,"Hello! It seems like there is already someone in the server verified under the same in-game name, please go ahead and message any online security to get this issue resolved."
why in vets do the rl's choses what 4/4's they want to drag but they turn up on any trash class they want? it's not fair if i wanna get fame on a class and it is 4/4 it should be dragged,"Hello! Veteran runs are up to the RL's discretion on what requirements to enforce and what classes they have priority for. However, they are expected to meet their own requirements as well, if this isn't the case please feel free to elaborate on the situation."
cant see server list for security,it is the icon to the right of pins
just want to get unbanned not sure why i was banned but has been a long time,dm any online security
"I love @SEMICAR runs so much, definitely my favorite RL. Clear simple and quick calls and made it super easy for me to get my 1st shatts complete post rework","Hey there, thanks for the feedback! We'll be sure to forward this to the HRLs and let him know"
i cant get verified keeps saying to retry even after doing all the steps user is Dazbee,"Because your graveyard on realmeye shows as empty, the bot reads it as a private graveyard. I recommend playing the game a bit more to get some deaths going on your account and some more activity"
how do you know how many point you have for opening keys,"If you look inside <#347885015964712970> you can type in "";stats"" and your points should be listed in the bottom left, hope that helps"
"Hello, I think i used a different discord before, know it says, somebody already linked to my Rotmg, how can i verify?",Just DM any online security for assistance.
Mod mail,Did you mean to say something ?
"mod mail Sucoma ""sang bigoted rap during cult raid""","We're sorry that you had an unenjoyable experience with Sucoma. This will be forwarded to the Head Raid Leader team, and thank you for the feedback."
the Sucoma raid leader was obnoxiously humming and singing during run sometimes forgetting to call some boss phases because he was singing,"Sorry to hear that, I'll relay it to the HRLs"
hello,hello
I changed my name ingame and would like to change it on discord as well. My new rotmg name is Woskin.,"Go to <#347885015964712970> and type `;cn Woskin`. If that doesn't work, feel free to DM `Pomarine#0001` and I'll do it manually for you 🙂"
"What's up with that Sayuri RL? Literally every raid of his I join, he's picking fights w/ me and other raiders, trying to flex on others to stroke his ego, ends up giving close to no direction and people get extremely irritated","Sorry to hear about this, this will be passed onto the HRL team."
"i want to give feedback for pierce. this dude is simply overqualified as an rl and i will tell you why: his voice is soothing, his calls are flawless and his jokes are immaculate. i will be very upset when i will be messing a future run with pierce as an rl because he brightens the mood of the group and is a perfect leader.",Blessamons feedback. I'll be sure to let the HRLs know!
Recommendation: add a scholar's seal reactable to fullskip voids,It will be passed on
"Cheggles good TRL, good calls, hope he feels better soon.",Thank you for the feedback will pass along!
+modmail,"Hello, this is modmail. How can we help?"
"it is getting annoying with so many crashers, i make it into vc with early reacts, and crashers take mine and others spots. in addition the RL's will not parse them once they take our spots which seems unfair. rules are here to be followed why shoudlnt i just crash every run with all my guild mates then?","It is unfortunate that there are crashers, but RLs are not required to parse. It is encouraged, but it is the role of security to parse crashers from runs. Often enough, there will be only one RL in a run, which is incredibly dangerous for the RL to solo parse while attempting to lead. So yes, while it is unfortunate about crashers taking the spot of regular raiders, we can only do the best we can to parse. Not every run will get parsed but a good portion throughout the course of a week have people on watch for crashers."
can i verify for vet pub halls through exalts instead of 100 runs on the bot  ?,Yes you can
I changed dc account bcs I lost my password,DM any online security for assistance.
"The message I normally get is ""The afk check was aborted, you have been refunded 25 points."" I faced the same problem the previous time, it was returned shortly after I sent the mod-mail and I thought it was a one-time issue but I'm experiencing the same thing for the second time","Since the run was not aborted and went a long as normal, there is no reason for your points to get refunded."
my points again not refunded why !?,"I am not sure as to what you mean here. The afk check seems to have ended, not aborted, which is normal and meant the raid went on per usual. Could you elaborate with more details?"
"Hi, idk why im blacklisted",Your blacklist was removed as it was given by a ex-staff.
My afk check point not refunded,"Points have been refunded, have a good one."
can you verify me pls?,"Hey there, for any verification assistance dm any online security"
OrosBoss,Use `;cn new_ign` in <#347885015964712970> if you wish to name change
it wasn't an advanced run,"Please make sure to read <#379504881213374475>  before joining any future runs. You are expected to know the server rules before participating in any run and failing to do so is your fault only. We appreciate you letting us know that the RL did his job correctly. If you have any other feedback feel free to share it, otherway no more attention will be given to this subject."
you are obligated to state that before every run with it's specific reqs for it to be valid. Him being a power abusive man has nothing to do with it. he was rude and abusive.,"To begin with, reqs are not only stated before every advanced run but are also listed in the <#379504881213374475> section. We are, in fact, not obligated to state anything as the requirement to join runs is to have read the rules beforehand. About him being rude, we will mention that to the HRL team."
"I want to report Sargente for kicking people from a run without any notice, and never claiming anything about needing to meet reqs, talking shit while doing it... not polite dude abusing his power.","You are obliged to meet reqs in every run and raid leaders, if they want to, will kick you if you don't. That is not abusing power, it's not knowing the rules."
Hey I was wondering if I could switch my realm account to a different discord account?,"Of course, feel free to dm any Security online to receive some assistance with the transfer!"
I've been completing voids and cults on both seasonal and non seasonal characters and I've used the ;stats command and my completes have been frozen on the server. I thought at this point that I would have over 100 runs but it's been stuck on 89 for a few days.,I'm not sure why this is but if you want to be vet raider you can DM any online security proof of you having 100 voids completed and they will give you the role.
"Hello, my request to join the server was rejected for no reason. Ill be waiting for an answer. Also, this is my first time trying to get in.",Hello! Directly message Tamphly (`tamphly#1124`) for more info regarding your verification.
38 member complete with more hp key in void is insane actually GPU deserves VRL no cap,ty for the feedback
GPU GOATED RL,Thank you for your feedback! I'll make sure to relay this to the correct superiors!
"Hi, can you say me why I always get the message: This action failed. When I click the Nitro button?","Hi sorry you’re having trouble, it’s most likely a connection issue as the nitro button works fine for other people :))"
this is an error,"If you’re talking about someone already being verified with the name you’re trying to verify under, you can DM any online security for assistance."
"Xtreme and Tubs best duo of all time, they deserve pay raise",AGREED.
Tubs is toxic and thats why hes my favorite RL,please provide details
You are currently blacklisted from the Lost Halls server and cannot verify. The person who blacklisted you is no longer staff. Please DM me and send mod-mail to that server to appeal.,DM any online security.
I changed my IGN from Diablosyn to Diablo.,"Hey there, your name has been changed. Have a good one!"
"i reached out and got unsuspended, however a different rl removed my roles after he noticed I popped a key for the discord.","Hello! Your suspension was not unsettled as the raid leader did not unsuspend you from the prior infraction, however the bot provided you the role without any sight of the case. The suspension is still in place unless the raid leader does decide to dismiss your suspension at this moment, however that is only up for them to appeal. "
i got suspended for underreq vet 3/4 void runs a couple days ago and i have learned my lesson and have alot of keys to pop. I also think that my suspension should have been over by now but its not updating,You were suspended for 3 days by `@nemro#1485` 2 days ago. You have about 24 hours left of your suspension. If you wish to appeal please reach out to the person who suspended you.
I think the ticket system is bugged. I have been refunded 3 times now and all three times the runs happened.,Thanks for letting us know! We'll make sure to look into that but as a reward you can keep the points you were refunded and we've given you 25 additional points on top of that. Happy Raiding. 🙂
did someone check that alr?,"We do not share the actions we take, when staff members don't meet up to our usual standards."
eichorst for cutting in too early twice and hitting pots\,thanks for letting us know.
